ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Meta: _wpcom_is_markdown,Download 1 name,Download 1 URL,Download 2 name,Download 2 URL
158,variation,,Mach Street Sweatshirt -XL-Black,1,0,visible,,"<p>From hard streets to asphalt track, the Mach Street Sweatshirt holds up to wear and wind and rain. An infusion of performance and stylish comfort, with moisture-wicking LumaTech&trade; fabric, it's bound to become an everyday part of your active lifestyle</p> <p>&bull; Navy heather crewneck sweatshirt.<br />&bull; LumaTech&trade; moisture-wicking fabric.<br />&bull; Antimicrobial, odor-resistant.<br />&bull; Zip hand pockets.<br />&bull; Chafe-resistant flatlock seams.<br />&bull; Rib-knit cuffs and hem.</p>",,,,,1,100,0,0,1,,,,1,,,62,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh10-black_main.jpg,,,MH10,,,,,,,Size,XL,Color,Black,,,,,,,,,,,
159,variation,,Mach Street Sweatshirt -XL-Blue,1,0,visible,,"<p>From hard streets to asphalt track, the Mach Street Sweatshirt holds up to wear and wind and rain. An infusion of performance and stylish comfort, with moisture-wicking LumaTech&trade; fabric, it's bound to become an everyday part of your active lifestyle</p> <p>&bull; Navy heather crewneck sweatshirt.<br />&bull; LumaTech&trade; moisture-wicking fabric.<br />&bull; Antimicrobial, odor-resistant.<br />&bull; Zip hand pockets.<br />&bull; Chafe-resistant flatlock seams.<br />&bull; Rib-knit cuffs and hem.</p>",,,,,1,100,0,0,1,,,,1,,,62,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh10-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh10-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh10-blue_back.jpg",,,MH10,,,,,,,Size,XL,Color,Blue,,,,,,,,,,,
160,variation,,Mach Street Sweatshirt -XL-Red,1,0,visible,,"<p>From hard streets to asphalt track, the Mach Street Sweatshirt holds up to wear and wind and rain. An infusion of performance and stylish comfort, with moisture-wicking LumaTech&trade; fabric, it's bound to become an everyday part of your active lifestyle</p> <p>&bull; Navy heather crewneck sweatshirt.<br />&bull; LumaTech&trade; moisture-wicking fabric.<br />&bull; Antimicrobial, odor-resistant.<br />&bull; Zip hand pockets.<br />&bull; Chafe-resistant flatlock seams.<br />&bull; Rib-knit cuffs and hem.</p>",,,,,1,100,0,0,1,,,,1,,,62,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh10-red_main.jpg,,,MH10,,,,,,,Size,XL,Color,Red,,,,,,,,,,,
146,variation,,Mach Street Sweatshirt -XS-Black,1,0,visible,,"<p>From hard streets to asphalt track, the Mach Street Sweatshirt holds up to wear and wind and rain. An infusion of performance and stylish comfort, with moisture-wicking LumaTech&trade; fabric, it's bound to become an everyday part of your active lifestyle</p> <p>&bull; Navy heather crewneck sweatshirt.<br />&bull; LumaTech&trade; moisture-wicking fabric.<br />&bull; Antimicrobial, odor-resistant.<br />&bull; Zip hand pockets.<br />&bull; Chafe-resistant flatlock seams.<br />&bull; Rib-knit cuffs and hem.</p>",,,,,1,100,0,0,1,,,,1,,,62,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh10-black_main.jpg,,,MH10,,,,,,,Size,XS,Color,Black,,,,,,,,,,,
147,variation,,Mach Street Sweatshirt -XS-Blue,1,0,visible,,"<p>From hard streets to asphalt track, the Mach Street Sweatshirt holds up to wear and wind and rain. An infusion of performance and stylish comfort, with moisture-wicking LumaTech&trade; fabric, it's bound to become an everyday part of your active lifestyle</p> <p>&bull; Navy heather crewneck sweatshirt.<br />&bull; LumaTech&trade; moisture-wicking fabric.<br />&bull; Antimicrobial, odor-resistant.<br />&bull; Zip hand pockets.<br />&bull; Chafe-resistant flatlock seams.<br />&bull; Rib-knit cuffs and hem.</p>",,,,,1,100,0,0,1,,,,1,,,62,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh10-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh10-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh10-blue_back.jpg",,,MH10,,,,,,,Size,XS,Color,Blue,,,,,,,,,,,
148,variation,,Mach Street Sweatshirt -XS-Red,1,0,visible,,"<p>From hard streets to asphalt track, the Mach Street Sweatshirt holds up to wear and wind and rain. An infusion of performance and stylish comfort, with moisture-wicking LumaTech&trade; fabric, it's bound to become an everyday part of your active lifestyle</p> <p>&bull; Navy heather crewneck sweatshirt.<br />&bull; LumaTech&trade; moisture-wicking fabric.<br />&bull; Antimicrobial, odor-resistant.<br />&bull; Zip hand pockets.<br />&bull; Chafe-resistant flatlock seams.<br />&bull; Rib-knit cuffs and hem.</p>",,,,,1,100,0,0,1,,,,1,,,62,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh10-red_main.jpg,,,MH10,,,,,,,Size,XS,Color,Red,,,,,,,,,,,
177,variable,MH11,Grayson Crewneck Sweatshirt ,1,0,visible,This is a variable product called a Grayson Crewneck Sweatshirt ,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,0,0,0,,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh11-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh11-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh11-white_back.jpg",,,,,,,,,,Size,XS|S|M|L|XL,Color,Orange|Red|White,,,,,,,,,,,
171,variation,,Grayson Crewneck Sweatshirt -L-Orange,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh11-orange_main.jpg,,,MH11,,,,,,,Size,L,Color,Orange,,,,,,,,,,,
172,variation,,Grayson Crewneck Sweatshirt -L-Red,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh11-red_main.jpg,,,MH11,,,,,,,Size,L,Color,Red,,,,,,,,,,,
173,variation,,Grayson Crewneck Sweatshirt -L-White,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh11-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh11-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh11-white_back.jpg",,,MH11,,,,,,,Size,L,Color,White,,,,,,,,,,,
168,variation,,Grayson Crewneck Sweatshirt -M-Orange,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh11-orange_main.jpg,,,MH11,,,,,,,Size,M,Color,Orange,,,,,,,,,,,
169,variation,,Grayson Crewneck Sweatshirt -M-Red,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh11-red_main.jpg,,,MH11,,,,,,,Size,M,Color,Red,,,,,,,,,,,
170,variation,,Grayson Crewneck Sweatshirt -M-White,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh11-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh11-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh11-white_back.jpg",,,MH11,,,,,,,Size,M,Color,White,,,,,,,,,,,
165,variation,,Grayson Crewneck Sweatshirt -S-Orange,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh11-orange_main.jpg,,,MH11,,,,,,,Size,S,Color,Orange,,,,,,,,,,,
166,variation,,Grayson Crewneck Sweatshirt -S-Red,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh11-red_main.jpg,,,MH11,,,,,,,Size,S,Color,Red,,,,,,,,,,,
167,variation,,Grayson Crewneck Sweatshirt -S-White,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh11-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh11-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh11-white_back.jpg",,,MH11,,,,,,,Size,S,Color,White,,,,,,,,,,,
174,variation,,Grayson Crewneck Sweatshirt -XL-Orange,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh11-orange_main.jpg,,,MH11,,,,,,,Size,XL,Color,Orange,,,,,,,,,,,
175,variation,,Grayson Crewneck Sweatshirt -XL-Red,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh11-red_main.jpg,,,MH11,,,,,,,Size,XL,Color,Red,,,,,,,,,,,
176,variation,,Grayson Crewneck Sweatshirt -XL-White,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh11-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh11-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh11-white_back.jpg",,,MH11,,,,,,,Size,XL,Color,White,,,,,,,,,,,
162,variation,,Grayson Crewneck Sweatshirt -XS-Orange,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh11-orange_main.jpg,,,MH11,,,,,,,Size,XS,Color,Orange,,,,,,,,,,,
163,variation,,Grayson Crewneck Sweatshirt -XS-Red,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh11-red_main.jpg,,,MH11,,,,,,,Size,XS,Color,Red,,,,,,,,,,,
164,variation,,Grayson Crewneck Sweatshirt -XS-White,1,0,visible,,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p> <p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>",,,,,1,100,0,0,1,,,,1,,,64,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh11-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh11-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh11-white_back.jpg",,,MH11,,,,,,,Size,XS,Color,White,,,,,,,,,,,
193,variable,MH12,Ajax Full-Zip Sweatshirt ,1,0,visible,This is a variable product called a Ajax Full-Zip Sweatshirt ,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,0,0,0,,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh12-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_back.jpg",,,,,,,,,,Size,XS|S|M|L|XL,Color,Blue|Green|Red,,,,,,,,,,,
187,variation,,Ajax Full-Zip Sweatshirt -L-Blue,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-blue_main.jpg,,,MH12,,,,,,,Size,L,Color,Blue,,,,,,,,,,,
188,variation,,Ajax Full-Zip Sweatshirt -L-Green,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh12-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_back.jpg",,,MH12,,,,,,,Size,L,Color,Green,,,,,,,,,,,
189,variation,,Ajax Full-Zip Sweatshirt -L-Red,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-red_main.jpg,,,MH12,,,,,,,Size,L,Color,Red,,,,,,,,,,,
184,variation,,Ajax Full-Zip Sweatshirt -M-Blue,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-blue_main.jpg,,,MH12,,,,,,,Size,M,Color,Blue,,,,,,,,,,,
185,variation,,Ajax Full-Zip Sweatshirt -M-Green,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh12-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_back.jpg",,,MH12,,,,,,,Size,M,Color,Green,,,,,,,,,,,
186,variation,,Ajax Full-Zip Sweatshirt -M-Red,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-red_main.jpg,,,MH12,,,,,,,Size,M,Color,Red,,,,,,,,,,,
181,variation,,Ajax Full-Zip Sweatshirt -S-Blue,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-blue_main.jpg,,,MH12,,,,,,,Size,S,Color,Blue,,,,,,,,,,,
182,variation,,Ajax Full-Zip Sweatshirt -S-Green,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh12-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_back.jpg",,,MH12,,,,,,,Size,S,Color,Green,,,,,,,,,,,
183,variation,,Ajax Full-Zip Sweatshirt -S-Red,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-red_main.jpg,,,MH12,,,,,,,Size,S,Color,Red,,,,,,,,,,,
190,variation,,Ajax Full-Zip Sweatshirt -XL-Blue,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-blue_main.jpg,,,MH12,,,,,,,Size,XL,Color,Blue,,,,,,,,,,,
191,variation,,Ajax Full-Zip Sweatshirt -XL-Green,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh12-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_back.jpg",,,MH12,,,,,,,Size,XL,Color,Green,,,,,,,,,,,
